has,prefers,count
Bulgaria,France,290
Bulgaria,Germany,33
Bulgaria,Greece,703
Bulgaria,Hungary,2269
Bulgaria,Italy,55
Bulgaria,Kazakhstan,3001
Bulgaria,Netherlands,0
Bulgaria,Poland,0
Bulgaria,Romania,12027
Bulgaria,Serbia,431
Bulgaria,Slovakia,46
Bulgaria,Slovenia,479
Bulgaria,Ukraine,2975
Burkina Faso,Argentina,6747
Burkina Faso,Canada,3662
Burkina Faso,Côte d'Ivoire,2
Burkina Faso,France,45902
Burkina Faso,Mali,9
Burkina Faso,Paraguay,2050
Burkina Faso,Togo,1
Cabo Verde,Argentina,4500
Cabo Verde,Brazil,1
Cabo Verde,France,17669
Cabo Verde,Spain,0
Cabo Verde,Unspecified Area,0
Cambodia,Australia,12885
Cambodia,Belgium,15
Cambodia,"China, Taiwan Province of",1294
Cambodia,France,120
Cambodia,Viet Nam,1430
Cameroon,Argentina,30760
Cameroon,Canada,58125
Cameroon,Côte d'Ivoire,0
Cameroon,France,313128
Cameroon,Lebanon,1
Cameroon,United States of America,14911
Canada,Argentina,1
Canada,Australia,0
Canada,Austria,0
Canada,Belgium,0
Canada,Canada,0
Canada,Chile,14
Canada,"China, mainland",12
Canada,France,0
Canada,Germany,29
Canada,Ghana,0
Canada,Greece,1
Canada,India,0
Canada,Italy,0
Canada,Kazakhstan,0
Canada,Kenya,0
Canada,Lebanon,6
Canada,Mexico,0
Canada,Netherlands,1
Canada,New Zealand,15
Canada,Sweden,0
Canada,Syrian Arab Republic,0
Canada,United Kingdom,0
Canada,United States of America,64279
Chile,Argentina,75193
Chile,Canada,163792
Chile,France,1
Chile,Israel,0
Chile,Mexico,0
Chile,Peru,3
Chile,United Kingdom,0
Chile,United States of America,416539
"China, Hong Kong SAR",Australia,538
"China, Hong Kong SAR","China, Taiwan Province of",11
"China, Hong Kong SAR",Pakistan,47
"China, Hong Kong SAR",United States of America,2182
"China, Macao SAR",Australia,1
"China, Macao SAR",Canada,2
"China, Macao SAR","China, mainland",1
"China, Macao SAR",United States of America,0
"China, mainland",Australia,637075
"China, mainland",Canada,172250
"China, mainland",Germany,0
"China, mainland",Italy,0
"China, mainland",Kazakhstan,4620
"China, mainland",Mexico,0
"China, mainland",United States of America,434878
"China, Taiwan Province of",Australia,291360
"China, Taiwan Province of",Belgium,121
"China, Taiwan Province of",Canada,3065
"China, Taiwan Province of",France,625
"China, Taiwan Province of",Germany,0
"China, Taiwan Province of",India,15757
"China, Taiwan Province of",Pakistan,8285
"China, Taiwan Province of",Republic of Moldova,967
"China, Taiwan Province of",Russian Federation,2064
"China, Taiwan Province of",Ukraine,14405
"China, Taiwan Province of",United States of America,1024035
Colombia,Argentina,196000
Colombia,Canada,576605
Colombia,Lebanon,11
Colombia,Paraguay,60435
Colombia,United Kingdom,1700
Colombia,United States of America,700337
Costa Rica,Canada,41486
Costa Rica,Mexico,8900
Costa Rica,Panama,0
Costa Rica,United Kingdom,0
Costa Rica,United States of America,174591
Côte d'Ivoire,Canada,18659
Côte d'Ivoire,France,417893
Côte d'Ivoire,Italy,17428
Côte d'Ivoire,Lebanon,1
Côte d'Ivoire,Unspecified Area,0
Croatia,Austria,40
Croatia,Canada,1
Croatia,"China, mainland",5
Croatia,Czechia,4
Croatia,France,0
Croatia,Germany,21
Croatia,Honduras,12
Croatia,Hungary,191
Croatia,Israel,0
Croatia,Netherlands,6
Croatia,Serbia,476
Croatia,Slovenia,30
Croatia,United States of America,5
Cyprus,Bulgaria,27069
Cyprus,France,45764
Cyprus,Germany,0
Cyprus,Greece,181
Cyprus,Italy,2
Cyprus,Kazakhstan,10425
Cyprus,Romania,17354
Cyprus,Russian Federation,2998
Cyprus,United Kingdom,0
Czechia,Austria,345
Czechia,France,7
Czechia,Germany,3844
Czechia,Hungary,495
Czechia,Italy,36
Czechia,Netherlands,14
Czechia,Poland,3257
Czechia,Serbia,24
Czechia,Slovakia,19603
Czechia,Switzerland,2
Czechia,United Kingdom,0
Denmark,Australia,0
Denmark,Austria,52
Denmark,Belgium,22
Denmark,"China, mainland",0
Denmark,Czechia,14
Denmark,Egypt,1
Denmark,Estonia,7840
Denmark,Finland,6299
Denmark,France,19890
Denmark,Germany,68950
Denmark,Ireland,27
Denmark,Italy,6556
Denmark,Kazakhstan,3658
Denmark,Latvia,28608
Denmark,Lithuania,45533
Denmark,Netherlands,6440
Denmark,Norway,0
Denmark,Poland,3634
Denmark,Russian Federation,1015
Denmark,Sweden,126053
Denmark,Turkey,1
Denmark,United Kingdom,29951
Denmark,United States of America,0
Ecuador,Argentina,4761
Ecuador,Canada,432262
Ecuador,Russian Federation,10250
Ecuador,United States of America,101224
Ecuador,Unspecified Area,17027
Egypt,Argentina,374933
Egypt,Australia,947185
Egypt,Belarus,4343
Egypt,Brazil,76443
Egypt,Canada,250645
Egypt,France,1023039
Egypt,Germany,4
Egypt,Lithuania,15474
Egypt,Republic of Moldova,3294
Egypt,Romania,165635
Egypt,Russian Federation,3777012
Egypt,Syrian Arab Republic,2
Egypt,Thailand,1
Egypt,Ukraine,390818
Egypt,United States of America,2771233
El Salvador,Guatemala,5
El Salvador,Nicaragua,89
El Salvador,United States of America,243756
Estonia,Denmark,9
Estonia,Finland,6717
Estonia,Germany,3
Estonia,Italy,0
Estonia,Kazakhstan,70
Estonia,Latvia,1553
Estonia,Lithuania,1010
Estonia,Poland,24
Estonia,Sweden,1
Estonia,Turkey,0
Ethiopia,Australia,3044
Ethiopia,Brazil,23755
Ethiopia,Bulgaria,41470
Ethiopia,"China, mainland",25978
Ethiopia,Germany,1764
Ethiopia,India,20
Ethiopia,Italy,74736
Ethiopia,Japan,1056
Ethiopia,Mexico,0
Ethiopia,Pakistan,33005
Ethiopia,Russian Federation,582895
Ethiopia,United Arab Emirates,0
Ethiopia,United States of America,290579
Fiji,Australia,102535
Fiji,New Zealand,363
Finland,Canada,40
Finland,Czechia,7
Finland,Estonia,3
Finland,France,3221
Finland,Germany,8
Finland,Italy,47
Finland,Kazakhstan,505
Finland,Netherlands,3524
Finland,Sweden,92
Finland,United Kingdom,0
France,Argentina,383
France,Armenia,3
France,Australia,0
France,Austria,1201
France,Belgium,48162
France,Brazil,0
France,Bulgaria,3947
France,Canada,1
France,Chile,0
France,"China, Taiwan Province of",3
France,Czechia,2
France,Denmark,7660
France,Germany,213539
France,Hungary,2113
France,India,1
France,Italy,58023
France,Latvia,7076
France,Lithuania,316
France,Luxembourg,8482
France,Malaysia,0
France,Mexico,0
France,Morocco,0
France,Netherlands,36066
France,Poland,13480
France,Romania,205
France,Serbia,0
France,Spain,56739
France,Switzerland,16
France,Ukraine,253
France,United Kingdom,61741
France,United States of America,0
France,Unspecified Area,0
French Polynesia,Australia,184
French Polynesia,Brazil,0
French Polynesia,Canada,0
French Polynesia,"China, Taiwan Province of",0
French Polynesia,France,1
French Polynesia,Italy,0
French Polynesia,United States of America,774
Gambia,Lebanon,1
Gambia,Singapore,1
Gambia,Spain,0
Gambia,United Arab Emirates,0
Gambia,United States of America,1
Georgia,Armenia,0
Georgia,British Virgin Islands,2942
Georgia,Germany,15
Georgia,Hungary,2890
Georgia,Italy,21
Georgia,Kazakhstan,184693
Georgia,Russian Federation,274513
Georgia,Serbia,4936
Georgia,Slovakia,19
Georgia,Turkey,2176
Georgia,Ukraine,138135
Georgia,Uzbekistan,13578
Germany,Argentina,101
Germany,Austria,103751
Germany,Belgium,137153
Germany,Bulgaria,1979
Germany,Canada,62969
Germany,Czechia,1170347
Germany,Denmark,222870
Germany,Estonia,34772
Germany,Finland,62121
Germany,France,744756
Germany,Greece,2801
Germany,Hungary,90883
Germany,India,0
Germany,Iran (Islamic Republic of),0
Germany,Italy,45648
Germany,Latvia,49685
Germany,Lithuania,133850
Germany,Luxembourg,2584
Germany,Netherlands,560221
Germany,New Zealand,0
Germany,Poland,639815
Germany,Romania,10535
Germany,Russian Federation,4002
Germany,Slovakia,79400
Germany,Spain,5612
Germany,Sweden,47405
Germany,Switzerland,57
Germany,Syrian Arab Republic,0
Germany,Turkey,21
Germany,Ukraine,23091
Germany,United Kingdom,153242
Germany,United States of America,21288
Ghana,Australia,0
Ghana,Canada,227061
Ghana,Côte d'Ivoire,39
Ghana,France,97830
Ghana,Lebanon,1
Ghana,Liberia,93
Ghana,Netherlands,0
Ghana,Nigeria,0
Ghana,United Arab Emirates,5
Greece,Austria,4750
Greece,Belgium,25
Greece,Bulgaria,200743
Greece,Cyprus,49828
Greece,France,235965
Greece,Germany,18043
Greece,Hungary,66029
Greece,Italy,6356
Greece,Kazakhstan,68808
Greece,Malta,53
Greece,Poland,12507
Greece,Romania,87341
Greece,Russian Federation,156016
Greece,Serbia,11191
Greece,Ukraine,12454
Greece,United Kingdom,8888
Greece,United States of America,4
Greece,Unspecified Area,23
Guatemala,Canada,8329
Guatemala,Mexico,38580
Guatemala,United States of America,469998
Guyana,Canada,29123
Hungary,Austria,10593
Hungary,Croatia,1
Hungary,Czechia,1730
Hungary,France,86
Hungary,Germany,14105
Hungary,Italy,89
Hungary,Netherlands,758
Hungary,Poland,2041
Hungary,Romania,6288
Hungary,Serbia,87
Hungary,Slovakia,31105
Hungary,Slovenia,2
Hungary,Switzerland,0
Hungary,Turkey,2
Iceland,Belgium,200
Iceland,Canada,526
Iceland,Denmark,17886
Iceland,Finland,10
Iceland,France,250
Iceland,Germany,5720
Iceland,Netherlands,180
Iceland,Russian Federation,1205
Iceland,Sweden,7889
Iceland,United Kingdom,2275
India,Australia,25
Indonesia,Australia,3737762
Indonesia,Brazil,22500
Indonesia,Canada,982156
Indonesia,India,1791
Indonesia,Japan,0
Indonesia,Lithuania,27505
Indonesia,Pakistan,29522
Indonesia,Republic of Korea,95
Indonesia,Romania,33000
Indonesia,Russian Federation,5410
Indonesia,Thailand,0
Indonesia,Turkey,14164
Indonesia,Ukraine,3038
Indonesia,United States of America,747917
Iran (Islamic Republic of),Unspecified Area,71005
Ireland,Belgium,26
Ireland,Brazil,1
Ireland,Denmark,20219
Ireland,France,22184
Ireland,Germany,7279
Ireland,Netherlands,11991
Ireland,Poland,9149
Ireland,United Kingdom,146547
Ireland,United States of America,0
Israel,Argentina,119
Israel,Australia,13500
Israel,Austria,15759
Israel,Belize,1510
Israel,British Virgin Islands,16707
Israel,Canada,1412
Israel,Cyprus,23153
Israel,Denmark,15426
Israel,France,72388
Israel,Germany,31833
Israel,Hungary,41
Israel,India,200
Israel,Italy,462
Israel,Netherlands,200659
Israel,Panama,6920
Israel,Russian Federation,37781
Israel,Singapore,14351
Israel,Switzerland,570987
Israel,Turkey,927
Israel,Ukraine,35477
Israel,United Kingdom,37915
Israel,United States of America,452733
Italy,Argentina,61497
Italy,Australia,199707
Italy,Austria,408921
Italy,Belgium,8851
Italy,Bulgaria,403409
Italy,Canada,982519
Italy,Croatia,12533
Italy,Czechia,33261
Italy,Denmark,43502
Italy,Finland,16768
Italy,France,2094986
Italy,Germany,372978
Italy,Greece,319343
Italy,Hungary,375363
Italy,Israel,10
Italy,Kazakhstan,44805
Italy,Latvia,20448
Italy,Lithuania,53705
Italy,Mexico,163165
Italy,Netherlands,33334
Italy,Poland,78
Italy,Republic of Moldova,16567
Italy,Romania,137483
Italy,Russian Federation,423953
Italy,Serbia,28631
Italy,Slovakia,26630
Italy,Slovenia,10311
Italy,Spain,50418
Italy,Sweden,108
Italy,Turkey,16139
Italy,Ukraine,241029
Italy,United Kingdom,48060
Italy,United States of America,672552
Japan,Australia,1263782
Japan,Canada,1319299
Japan,France,3973
Japan,Germany,57
Japan,Italy,0
Japan,Peru,2
Japan,Russian Federation,16612
Japan,Turkey,200
Japan,United States of America,3610295
Jordan,France,1
Jordan,Lebanon,398
Jordan,Pakistan,338
Jordan,Republic of Moldova,6
Jordan,Romania,72500
Jordan,Russian Federation,205338
Jordan,Turkey,945
Jordan,Ukraine,52500
Jordan,United States of America,105398
Kazakhstan,Belarus,1
Kazakhstan,Canada,0
Kazakhstan,Czechia,0
Kazakhstan,France,0
Kazakhstan,Israel,20
Kazakhstan,Russian Federation,15374
Kazakhstan,Turkey,4
Kyrgyzstan,Germany,3
Kyrgyzstan,Kazakhstan,289883
Kyrgyzstan,Russian Federation,4
Kyrgyzstan,Turkey,6
Latvia,Canada,0
Latvia,Denmark,4470
Latvia,Estonia,3454
Latvia,France,0
Latvia,Germany,14108
Latvia,Lithuania,84228
Latvia,Poland,12
Latvia,Russian Federation,6111
Latvia,Sweden,169
Lebanon,Australia,24457
Lebanon,Canada,0
Lebanon,France,23273
Lebanon,Italy,138
Lebanon,Kazakhstan,13976
Lebanon,Netherlands,0
Lebanon,Republic of Moldova,3181
Lebanon,Romania,12978
Lebanon,Russian Federation,212397
Lebanon,Ukraine,86437
Lebanon,United States of America,67782
Lebanon,Unspecified Area,1500
Lithuania,Austria,2
Lithuania,Czechia,43
Lithuania,Denmark,59
Lithuania,Estonia,67
Lithuania,Finland,48
Lithuania,Germany,146
Lithuania,Kazakhstan,6
Lithuania,Latvia,58539
Lithuania,Poland,5328
Lithuania,Sweden,49
Lithuania,United Kingdom,0
Lithuania,United States of America,0
Luxembourg,Belgium,4098
Luxembourg,Denmark,0
Luxembourg,France,63166
Luxembourg,Germany,7185
Luxembourg,Italy,0
Luxembourg,Netherlands,2516
Luxembourg,Slovakia,1187
Luxembourg,Spain,1
Madagascar,Antigua and Barbuda,500
Madagascar,Argentina,250
Madagascar,"China, Hong Kong SAR",0
Madagascar,"China, mainland",0
Madagascar,France,10900
Madagascar,India,1
Madagascar,Pakistan,6
Madagascar,Tunisia,0
Madagascar,United Arab Emirates,1
Madagascar,United States of America,6403
Malawi,Argentina,5221
Malawi,Australia,19529
Malawi,"China, Hong Kong SAR",0
Malawi,"China, mainland",0
Malawi,Germany,5000
Malawi,Kenya,0
Malawi,Russian Federation,6000
Malawi,South Africa,1
Malawi,Switzerland,22900
Malawi,United Arab Emirates,1
Malawi,United States of America,76332
Malawi,Zimbabwe,1
Malaysia,Argentina,5151
Malaysia,Australia,675268
Malaysia,Canada,5836
Malaysia,"China, mainland",460
Malaysia,Denmark,245
Malaysia,India,10378
Malaysia,Lithuania,451
Malaysia,Nepal,10
Malaysia,Pakistan,42150
Malaysia,Panama,83
Malaysia,Romania,801
Malaysia,Russian Federation,3497
Malaysia,Singapore,197
Malaysia,South Africa,22
Malaysia,Turkey,546
Malaysia,Ukraine,8051
Malaysia,United States of America,388325
Malaysia,Viet Nam,982
Maldives,Australia,0
Maldives,Germany,0
Maldives,India,0
Maldives,Lebanon,0
Maldives,Singapore,0
Maldives,Sri Lanka,0
Maldives,Thailand,0
Maldives,Turkey,0
Maldives,United Arab Emirates,2
Malta,Bulgaria,3296
Malta,France,11945
Malta,Germany,2299
Malta,Greece,22
Malta,Hungary,2010
Malta,Italy,52
Malta,Latvia,7678
Malta,United Kingdom,35
Mauritania,Argentina,37512
Mauritania,France,178978
Mauritania,Netherlands,15879
Mauritania,Norway,120
Mauritania,Russian Federation,31504
Mauritania,Uruguay,22000
Mauritius,Australia,34762
Mauritius,France,72501
Mexico,Albania,0
Mexico,Australia,0
Mexico,Azerbaijan,0
Mexico,Canada,905446
Mexico,Colombia,0
Mexico,France,0
Mexico,Germany,0
Mexico,Iran (Islamic Republic of),0
Mexico,Ireland,0
Mexico,Israel,0
Mexico,Italy,0
Mexico,Japan,0
Mexico,Kenya,0
Mexico,Mongolia,0
Mexico,Norway,0
Mexico,Republic of Korea,0
Mexico,Spain,0
Mexico,Syrian Arab Republic,0
Mexico,Tunisia,0
Mexico,Turkey,0
Mexico,Ukraine,0
Mexico,United Kingdom,0
Mexico,United States of America,3142386
Montenegro,Austria,1
Montenegro,Bosnia and Herzegovina,854
Montenegro,France,7099
Montenegro,Hungary,24
Montenegro,Serbia,19727
Montenegro,Slovenia,1
Montenegro,Unspecified Area,0
Nepal,"China, mainland",12
Nepal,India,812
Netherlands,Argentina,1194
Netherlands,Austria,5351
Netherlands,Belgium,216062
Netherlands,Brazil,0
Netherlands,Canada,10183
Netherlands,Czechia,517
Netherlands,Denmark,100816
Netherlands,Estonia,5000
Netherlands,Finland,6711
Netherlands,France,1347968
Netherlands,Germany,1138814
Netherlands,Greece,25
Netherlands,Hungary,24
Netherlands,Iran (Islamic Republic of),2
Netherlands,Israel,0
Netherlands,Italy,3963
Netherlands,Kazakhstan,18047
Netherlands,Latvia,3873
Netherlands,Lithuania,37382
Netherlands,Luxembourg,6896
Netherlands,Montenegro,0
Netherlands,New Zealand,215
Netherlands,Peru,0
Netherlands,Poland,29797
Netherlands,Republic of Moldova,7212
Netherlands,Romania,42581
Netherlands,Russian Federation,68030
Netherlands,Slovakia,286
Netherlands,Slovenia,1
Netherlands,South Africa,10
Netherlands,Spain,8307
Netherlands,Sweden,9748
Netherlands,Switzerland,0
Netherlands,Ukraine,85671
Netherlands,United Kingdom,735180
Netherlands,United States of America,16523
New Caledonia,Australia,31991
New Caledonia,France,207
New Zealand,Australia,311103
New Zealand,Canada,471
New Zealand,"China, Taiwan Province of",0
New Zealand,India,9
New Zealand,Lebanon,1
New Zealand,New Zealand,483
New Zealand,United Kingdom,1
Nicaragua,Russian Federation,25650
Nicaragua,United States of America,101378
Niger,Italy,2103
Niger,Nigeria,272
Niger,United States of America,5292
Norway,Belgium,3591
Norway,Brazil,450
Norway,Canada,2206
Norway,Denmark,23927
Norway,Estonia,2353
Norway,Finland,6238
Norway,France,5915
Norway,Germany,225732
Norway,Ireland,4002
Norway,Italy,8
Norway,Kazakhstan,42170
Norway,Latvia,6519
Norway,Lithuania,20060
Norway,Netherlands,194
Norway,Poland,17888
Norway,Russian Federation,14789
Norway,Serbia,202
Norway,Sweden,20692
Norway,Switzerland,25
Norway,Turkey,14
Norway,Ukraine,533
Norway,United Kingdom,2940
Norway,United States of America,9054
Oman,Australia,34878
Oman,Brazil,19350
Oman,India,22
Oman,Netherlands,16
Oman,Pakistan,16989
Oman,Russian Federation,21934
Oman,United Arab Emirates,3817
Oman,United States of America,105572
Oman,Yemen,45
Pakistan,Italy,13722
Pakistan,United States of America,8119
Pakistan,Unspecified Area,0
Panama,United States of America,136671
Paraguay,Argentina,0
Paraguay,Brazil,93
Paraguay,Lebanon,1
Peru,Argentina,109543
Peru,Canada,515328
Peru,Chile,102
Peru,Mexico,8009
Peru,Russian Federation,107632
Peru,United States of America,943088
Philippines,Australia,925028
Philippines,Canada,147418
Philippines,"China, Taiwan Province of",63
Philippines,India,247
Philippines,Pakistan,54908
Philippines,Turkey,230
Philippines,United States of America,1638676
Poland,Austria,4674
Poland,Belgium,12
Poland,Canada,0
Poland,Chile,0
Poland,"China, mainland",0
Poland,Czechia,271502
Poland,Denmark,34454
Poland,Finland,2428
Poland,France,11425
Poland,Germany,203225
Poland,Hungary,95875
Poland,Italy,2
Poland,Kazakhstan,2630
Poland,Latvia,819
Poland,Lithuania,7201
Poland,Netherlands,36347
Poland,Republic of Moldova,1966
Poland,Russian Federation,3118
Poland,Slovakia,82632
Poland,Spain,346
Poland,Sweden,3300
Poland,Ukraine,38967
Poland,United Kingdom,15730
Portugal,Belgium,3
Portugal,Bulgaria,47557
Portugal,Canada,2086
Portugal,"China, mainland",0
Portugal,Denmark,33154
Portugal,Finland,5543
Portugal,France,467342
Portugal,Germany,92213
Portugal,Ireland,4140
Portugal,Italy,102
Portugal,Lithuania,3160
Portugal,Netherlands,489
Portugal,Romania,19070
Portugal,Russian Federation,44357
Portugal,Spain,269645
Portugal,Ukraine,111330
Portugal,United Kingdom,104159
Portugal,United States of America,52045
Republic of Korea,Australia,1798363
Republic of Korea,Austria,475
Republic of Korea,Belgium,1071
Republic of Korea,Brazil,0
Republic of Korea,Bulgaria,25387
Republic of Korea,Canada,1506639
Republic of Korea,"China, mainland",0
Republic of Korea,Denmark,17710
Republic of Korea,Germany,4500
Republic of Korea,India,0
Republic of Korea,Indonesia,1208
Republic of Korea,Mexico,0
Republic of Korea,Romania,1055
Republic of Korea,Russian Federation,3765
Republic of Korea,Singapore,0
Republic of Korea,Turkey,0
Republic of Korea,Ukraine,30943
Republic of Korea,United Arab Emirates,0
Republic of Korea,United States of America,1280221
Republic of Moldova,Bulgaria,21
Republic of Moldova,France,1
Republic of Moldova,Germany,1
Republic of Moldova,Poland,60
Republic of Moldova,Romania,21
Republic of Moldova,Turkey,0
Republic of Moldova,Ukraine,231
Romania,Austria,9836
Romania,Belgium,27
Romania,Bulgaria,267928
Romania,Croatia,70
Romania,Czechia,150
Romania,France,494
Romania,Germany,2380
Romania,Greece,312
Romania,Hungary,190918
Romania,Italy,9864
Romania,Lithuania,214
Romania,Netherlands,0
Romania,Paraguay,25162
Romania,Poland,386
Romania,Republic of Moldova,966
Romania,Serbia,46370
Romania,Slovakia,4002
Romania,Slovenia,0
Romania,Turkey,40
Romania,United Kingdom,22
Russian Federation,Austria,40
Russian Federation,Canada,40
Russian Federation,"China, mainland",190
Russian Federation,Czechia,145
Russian Federation,France,306
Russian Federation,Germany,170
Russian Federation,Italy,200
Russian Federation,Lithuania,139
Russian Federation,Poland,60
Russian Federation,Republic of Moldova,100
Russian Federation,Ukraine,39
Rwanda,Argentina,11430
Rwanda,Australia,13049
Rwanda,Belgium,0
Rwanda,Brazil,896
Rwanda,Burundi,0
Rwanda,Democratic Republic of the Congo,0
Rwanda,Germany,1723
Rwanda,Kenya,494
Rwanda,Pakistan,9006
Rwanda,Paraguay,5719
Rwanda,Russian Federation,13830
Rwanda,Uganda,0
Rwanda,United Republic of Tanzania,2700
Rwanda,United States of America,21040
Rwanda,Uruguay,2857
Saudi Arabia,Australia,57750
Saudi Arabia,Bahrain,806
Saudi Arabia,Brazil,114428
Saudi Arabia,Bulgaria,9362
Saudi Arabia,Canada,508816
Saudi Arabia,Czechia,19249
Saudi Arabia,Germany,244399
Saudi Arabia,Latvia,92318
Saudi Arabia,Lithuania,43220
Saudi Arabia,Poland,55186
Saudi Arabia,Romania,49518
Saudi Arabia,Russian Federation,92763
Saudi Arabia,Slovakia,19249
Saudi Arabia,Turkey,321
Saudi Arabia,Ukraine,263466
Saudi Arabia,United States of America,494638
Saudi Arabia,Unspecified Area,704
Saudi Arabia,Yemen,380
Senegal,Argentina,24150
Senegal,Canada,24786
Senegal,France,328342
Senegal,Turkey,4
Senegal,Ukraine,9916
Senegal,Uruguay,42344
Serbia,Austria,27
Serbia,Bosnia and Herzegovina,27
Serbia,Bulgaria,1
Serbia,Croatia,169
Serbia,Czechia,0
Serbia,France,66
Serbia,Hungary,586
Serbia,Italy,197
Serbia,Montenegro,2
Serbia,Russian Federation,1
Serbia,Switzerland,0
Serbia,The former Yugoslav Republic of Macedonia,24
Singapore,Australia,99468
Singapore,Austria,0
